EmployeeID,EmployeeName,Age,Gender,Location,Department,Role,YearsAtCompany,DateOfJoining,YearsInCurrentRole,EducationLevel,MonthlySalaryINR,WorkHoursPerWeek,ProjectsHandled,TrainingHoursLastYear,SickLeavesLastYear,OvertimeHoursLastMonth,ManagerRating,DisciplinaryNotices,PolicyViolationsLastYear,PerformanceRating,PromotionLast2Years,ComplianceRiskLevel,AttritionRisk
45065,Anjali Tiwari,33,Female,Hyderabad,Marketing,Executive,0,9/4/2025,0,Diploma,39777,51,9,91,10,26,3,0,2,1,No,Medium,High
45066,Prashant Chatterjee,47,Male,Pune,Legal,Manager,13,12/3/2012,3,Master,145841,44,4,10,11,17,4,1,0,2,Yes,Medium,Medium
45067,Varun Rao,38,Male,Gurgaon,HR,Engineer,2,1/14/2024,1,Bachelor,60373,51,6,27,6,13,2,2,0,1,No,Medium,Medium
45068,Neha Tiwari,30,Male,Delhi,Engineering,Executive,2,9/7/2023,0,Bachelor,39810,40,2,44,5,12,3,0,0,2,No,Low,Medium
45069,Amit Joshi,40,Female,Ahmedabad,Marketing,Analyst,3,12/20/2022,3,Diploma,35659,46,11,10,10,32,3,0,0,1,No,Low,High
45070,Vikas Naidu,36,Female,Gurgaon,Sales,Executive,0,11/29/2025,0,Bachelor,21417,54,3,1,0,29,3,1,0,2,No,Low,Medium
45071,Shweta Jain,35,Male,Mumbai,Finance,Team Lead,11,7/28/2014,3,Bachelor,113423,40,6,66,4,35,5,0,0,2,Yes,Low,Medium
45072,Pooja Deshpande,35,Female,Hyderabad,Marketing,Executive,2,9/21/2023,1,Master,32874,41,1,44,5,28,2,2,0,1,No,Medium,Medium
45073,Seema Mehta,33,Male,Bangalore,Operations,Team Lead,7,9/9/2018,4,Master,138125,40,2,25,9,23,3,0,0,1,No,Low,Medium
45074,Suresh Ghosh,26,Male,Delhi,Marketing,Analyst,0,1/6/2026,0,Master,32210,55,9,57,8,30,2,1,0,2,No,Low,Low
45075,Rakesh Joshi,46,Male,Gurgaon,Engineering,Analyst,3,8/30/2022,1,PhD,41779,40,9,114,9,15,2,3,0,2,No,Medium,Low
45076,Aarti Saxena,35,Male,Noida,Legal,Analyst,3,10/11/2022,3,Master,51077,41,8,93,10,5,2,0,1,2,Yes,Medium,Medium
45077,Anjali Malhotra,29,Male,Bangalore,Operations,Engineer,2,10/9/2023,0,Diploma,78507,58,5,55,13,28,3,1,0,2,Yes,Medium,Low
45078,Rahul Saxena,43,Female,Mumbai,HR,Senior Engineer,9,8/22/2016,5,Bachelor,100828,40,9,34,9,7,5,0,2,2,Yes,Low,Low
45079,Pooja Singh,36,Male,Chennai,Operations,Senior Engineer,4,8/11/2021,1,Diploma,120993,55,6,53,5,15,4,1,0,2,No,Medium,Low
45080,Shweta Malhotra,26,Male,Noida,Legal,Executive,0,8/7/2025,0,Diploma,28119,51,11,70,8,11,3,0,0,2,No,Low,Medium
45081,Isha Saxena,46,Female,Ahmedabad,Engineering,Engineer,3,7/31/2022,0,Bachelor,73630,45,3,35,11,26,2,0,0,2,No,Low,Low
45082,Mohit Rao,38,Female,Mumbai,Legal,Executive,2,11/14/2023,1,Bachelor,28114,46,3,98,14,15,4,1,0,2,No,Medium,High
45083,Nisha Ghosh,50,Male,Gurgaon,Finance,Manager,14,9/10/2011,2,Bachelor,145027,45,7,9,11,20,3,0,1,1,No,Low,Medium
45084,Manish Chatterjee,35,Male,Hyderabad,Compliance,Senior Engineer,8,1/22/2018,0,Bachelor,119998,46,3,93,14,9,4,0,1,2,No,Medium,Medium
45085,Ritu Banerjee,39,Male,Hyderabad,Marketing,Senior Manager,17,8/19/2008,3,Bachelor,276439,40,6,77,9,23,5,1,2,2,No,High,Medium
45086,Ashish Deshpande,44,Male,Hyderabad,Engineering,Analyst,2,10/9/2023,1,Master,41196,43,6,93,7,6,4,2,0,2,Yes,Medium,Low
45087,Vivek Mukherjee,50,Male,Mumbai,Legal,Manager,15,10/29/2010,0,Bachelor,218804,45,8,0,8,23,5,2,2,2,No,High,Medium
45088,Gaurav Mukherjee,25,Female,Bangalore,Marketing,Executive,1,10/19/2024,1,Bachelor,37581,58,6,8,7,34,3,2,1,1,No,Medium,Medium
45089,Pooja Chatterjee,30,Female,Gurgaon,Sales,Senior Engineer,6,8/16/2019,3,Master,111668,54,8,70,3,21,3,0,0,2,Yes,Low,Low
45090,Sneha Verma,44,Male,Noida,Marketing,Analyst,3,10/6/2022,0,Diploma,32537,52,4,99,2,5,4,0,0,3,Yes,Medium,Low
45091,Ritu Gupta,38,Male,Gurgaon,Sales,Manager,8,11/11/2017,5,Bachelor,163473,41,2,103,4,7,5,0,0,4,Yes,Low,Low
45092,Seema Ghosh,32,Female,Gurgaon,Operations,Senior Engineer,7,12/1/2018,0,Diploma,97156,53,8,67,9,37,5,0,1,3,No,Low,Low
45093,Rakesh Verma,25,Male,Hyderabad,Legal,Analyst,0,12/25/2025,0,Master,34021,52,10,92,13,13,2,1,1,1,No,Medium,Medium
45094,Gaurav Deshpande,40,Male,Pune,Marketing,Team Lead,11,9/30/2014,4,Bachelor,168917,48,11,3,5,12,4,2,0,2,Yes,Medium,Low
45095,Ashish Das,42,Male,Chennai,Operations,Analyst,3,11/7/2022,2,Bachelor,52149,40,3,105,5,24,2,1,1,2,Yes,Medium,Low
45096,Ashish Iyer,35,Other,Noida,IT Support,Analyst,0,11/29/2025,0,Bachelor,45763,55,11,81,7,16,2,2,2,1,No,High,High
45097,Suresh Reddy,32,Female,Bangalore,Operations,Engineer,4,11/24/2021,1,Master,65080,51,3,13,12,21,3,0,0,1,No,Low,High
45098,Ashish Naidu,32,Male,Bangalore,Finance,Engineer,1,1/6/2025,0,Master,89561,59,4,71,3,20,3,3,0,3,No,Medium,Low
45099,Swati Das,45,Male,Ahmedabad,IT Support,Engineer,2,1/19/2024,2,Diploma,50214,50,7,87,8,21,4,1,1,2,No,Medium,Medium
45100,Arjun Joshi,51,Male,Chennai,HR,Manager,8,7/27/2017,4,Diploma,192470,54,8,43,11,15,3,0,0,2,No,Low,Medium
45101,Neha Naidu,53,Male,Chennai,Compliance,Senior Manager,24,12/16/2001,4,Master,207602,56,11,45,1,1,5,0,2,2,No,Medium,Medium
45102,Rakesh Pandey,43,Male,Ahmedabad,Operations,Team Lead,6,9/4/2019,3,Master,105276,57,10,86,2,21,4,1,0,3,No,Low,Medium
45103,Kavita Patel,66,Female,Ahmedabad,Finance,Senior Manager,22,10/27/2003,5,Diploma,299754,54,7,29,6,1,5,0,0,3,Yes,Low,Low
45104,Manish Malhotra,34,Male,Delhi,Legal,Manager,9,1/10/2017,2,Master,150791,49,11,83,1,7,5,0,1,3,No,Medium,Medium
45105,Ankit Iyer,49,Male,Mumbai,Marketing,Senior Engineer,6,11/15/2019,4,Diploma,113051,58,6,8,4,33,4,1,0,1,No,Medium,Medium
45106,Tanya Naidu,31,Male,Chennai,Legal,Engineer,5,11/9/2020,4,PhD,60683,50,7,112,10,22,4,0,1,2,No,Medium,Low
45107,Sunita Kumar,36,Male,Gurgaon,Legal,Executive,0,11/25/2025,0,Bachelor,36213,53,5,92,10,18,2,1,0,2,Yes,Medium,Medium
45108,Mohit Agarwal,45,Female,Mumbai,Sales,Manager,10,9/4/2015,4,Diploma,154362,49,10,95,8,14,4,0,0,2,No,Medium,High
45109,Neha Sharma,45,Male,Chennai,IT Support,Executive,1,12/22/2024,0,Bachelor,30159,53,6,59,3,38,2,0,0,2,No,Low,Low
45110,Nisha Kulkarni,36,Male,Ahmedabad,Finance,Senior Engineer,9,10/26/2016,4,Bachelor,134007,47,10,97,12,17,4,1,1,2,No,Low,Medium
45111,Akash Ghosh,30,Female,Hyderabad,Marketing,Senior Engineer,5,9/8/2020,0,Master,114917,42,3,99,5,6,3,0,0,2,No,Low,Low
45112,Nikhil Malhotra,29,Female,Mumbai,IT Support,Engineer,2,12/15/2023,0,Bachelor,88134,52,5,105,12,26,2,1,0,1,No,Medium,Medium
45113,Seema Khanna,42,Female,Hyderabad,HR,Team Lead,6,11/3/2019,1,Diploma,164287,58,1,93,10,2,3,0,0,2,Yes,Low,Low
45114,Rohit Naidu,34,Female,Chennai,Operations,Manager,11,11/28/2014,4,Diploma,200630,49,6,12,3,12,5,0,0,3,Yes,Low,Low
45115,Sanjay Bansal,32,Female,Chennai,Legal,Analyst,0,7/26/2025,0,Master,43427,45,6,113,12,27,1,0,0,1,No,Low,Medium
45116,Gaurav Reddy,30,Female,Hyderabad,Compliance,Engineer,5,8/27/2020,3,Diploma,65515,41,6,91,7,38,2,3,0,2,Yes,Medium,Medium
45117,Shweta Mukherjee,30,Female,Bangalore,HR,Executive,0,10/27/2025,0,Master,29115,41,7,40,8,25,2,0,0,1,No,Low,Medium
45118,Rakesh Ghosh,40,Male,Delhi,IT Support,Executive,2,11/27/2023,2,Bachelor,29591,41,10,4,11,17,3,2,1,1,No,Medium,High
45119,Meena Malhotra,27,Male,Pune,Operations,Engineer,4,9/22/2021,0,Master,53451,58,1,104,9,11,4,0,0,3,No,Low,Low
45120,Pallavi Singh,41,Female,Bangalore,Finance,Engineer,2,8/23/2023,1,Bachelor,74816,49,8,83,1,1,1,0,0,1,Yes,Medium,Medium
45121,Riya Banerjee,54,Male,Ahmedabad,Compliance,Manager,11,1/20/2015,4,Bachelor,197238,48,4,28,7,28,5,0,0,3,No,Low,Low
45122,Manish Singh,45,Female,Chennai,Sales,Senior Engineer,8,10/15/2017,4,Master,81358,58,2,47,4,38,5,0,2,3,No,Medium,Low
45123,Tanya Ghosh,47,Male,Bangalore,Operations,Senior Engineer,8,9/19/2017,0,Master,115966,49,11,29,14,24,4,0,0,2,No,Low,Medium
45124,Pallavi Malhotra,42,Male,Delhi,Marketing,Analyst,3,10/7/2022,2,Diploma,34308,43,4,110,5,2,3,0,0,1,No,Low,High
45125,Gaurav Reddy,59,Male,Delhi,Engineering,Manager,15,10/22/2010,1,Diploma,169526,52,3,23,0,39,5,1,0,2,No,Low,Medium
45126,Nisha Kulkarni,35,Female,Chennai,Legal,Manager,9,11/16/2016,2,Bachelor,155606,56,2,118,0,29,3,0,0,2,No,Low,Medium
45127,Anjali Das,65,Female,Ahmedabad,Operations,Senior Manager,21,1/11/2005,2,Bachelor,209065,56,4,84,12,9,5,0,1,3,No,Medium,Low
45128,Kavita Rao,47,Other,Mumbai,HR,Manager,11,10/20/2014,3,Diploma,207407,43,11,61,1,34,3,0,1,2,No,Medium,Medium
45129,Akash Kumar,46,Female,Gurgaon,Finance,Executive,2,7/27/2023,0,Bachelor,30478,43,1,20,2,3,3,1,0,2,Yes,Low,Low
45130,Amit Naidu,34,Male,Noida,Sales,Team Lead,8,10/28/2017,1,Bachelor,156615,50,11,77,10,32,4,0,0,2,Yes,Low,Medium
45131,Mohit Rao,46,Male,Ahmedabad,Sales,Team Lead,10,12/24/2015,3,Diploma,116535,40,4,48,12,36,4,0,0,1,Yes,Low,Medium
45132,Sneha Bansal,27,Female,Pune,Marketing,Executive,1,9/1/2024,1,Diploma,23061,59,10,9,6,22,2,0,0,1,No,Low,Medium
45133,Aarti Joshi,34,Male,Mumbai,Engineering,Analyst,1,12/27/2024,0,Bachelor,45344,47,11,82,7,0,2,1,0,1,No,Low,Medium
45134,Sneha Kulkarni,51,Male,Ahmedabad,HR,Team Lead,7,8/23/2018,1,Bachelor,142989,57,5,53,11,3,4,0,0,2,No,Low,Low
45135,Akash Jain,46,Female,Hyderabad,Sales,Engineer,3,11/30/2022,1,Master,66252,49,7,90,10,28,2,0,1,1,No,Low,Medium
45136,Shweta Singh,33,Female,Delhi,Sales,Engineer,5,1/19/2021,3,Diploma,82783,48,5,79,10,3,4,1,1,2,No,Low,Medium
45137,Priya Joshi,41,Male,Bangalore,Sales,Engineer,1,8/15/2024,1,Bachelor,54781,46,6,73,4,11,3,0,0,2,No,Low,Medium
45138,Gaurav Gupta,50,Female,Gurgaon,Legal,Team Lead,6,8/7/2019,3,Bachelor,118076,52,7,38,12,15,4,0,0,2,Yes,Low,Medium
45139,Varun Bansal,34,Female,Mumbai,Engineering,Analyst,2,12/17/2023,1,Master,38648,45,6,14,10,28,2,1,0,1,No,Low,Medium
45140,Rekha Khanna,27,Male,Gurgaon,Finance,Analyst,3,10/8/2022,0,Bachelor,57928,49,6,85,6,24,2,0,0,2,Yes,Low,Low
45141,Ankit Tiwari,36,Female,Chennai,Legal,Senior Engineer,5,11/19/2020,5,PhD,88970,48,9,110,5,37,5,0,0,3,Yes,Medium,Low
45142,Swati Singh,30,Male,Ahmedabad,Marketing,Executive,0,9/16/2025,0,Bachelor,38168,46,9,57,14,29,1,0,1,1,No,Low,Low
45143,Akash Naidu,40,Female,Delhi,Compliance,Manager,8,10/13/2017,1,Master,202798,58,4,38,1,14,4,0,0,2,No,Low,Medium
45144,Simran Deshpande,33,Female,Pune,Legal,Analyst,3,1/11/2023,2,Bachelor,38988,52,4,74,12,28,3,1,0,1,No,Medium,High
45145,Anjali Iyer,26,Male,Gurgaon,Marketing,Analyst,1,11/14/2024,1,Bachelor,55665,48,2,34,0,30,3,0,1,2,No,Medium,Low
45146,Kavita Deshpande,26,Female,Pune,HR,Executive,2,11/3/2023,0,Bachelor,31721,43,9,27,11,19,4,2,0,2,No,Low,Low
45147,Prashant Saxena,53,Male,Pune,Sales,Manager,13,9/2/2012,3,PhD,158341,45,7,68,11,14,3,1,0,2,No,Medium,Medium
45148,Varun Pandey,31,Female,Gurgaon,Operations,Senior Engineer,6,12/14/2019,2,Master,106396,46,7,30,13,14,2,1,0,1,No,Low,Medium
45149,Anjali Agarwal,41,Male,Delhi,Sales,Senior Engineer,5,9/3/2020,5,Bachelor,128055,58,1,41,5,18,4,1,0,3,No,Medium,Low
45150,Gaurav Tripathi,38,Male,Bangalore,Engineering,Senior Engineer,6,12/20/2019,4,Diploma,98954,52,1,118,13,12,4,0,0,2,No,Low,Low
45151,Pallavi Malhotra,47,Female,Bangalore,Engineering,Engineer,5,9/20/2020,5,Bachelor,53762,43,4,46,10,11,3,1,1,1,No,Low,High
45152,Ankit Banerjee,44,Female,Hyderabad,Compliance,Senior Manager,18,10/29/2007,3,Bachelor,230067,44,6,83,4,1,4,0,0,1,No,Low,Medium
45153,Rohit Mehta,26,Female,Bangalore,Marketing,Engineer,3,9/24/2022,0,Bachelor,48490,59,9,61,13,39,3,2,1,1,No,High,High
45154,Meena Gupta,28,Female,Pune,Finance,Engineer,4,8/15/2021,4,Master,53496,53,2,41,11,31,3,1,0,3,Yes,Low,Low
45155,Sneha Tripathi,38,Female,Hyderabad,IT Support,Manager,8,10/13/2017,5,Bachelor,141648,43,6,43,10,37,4,1,0,1,Yes,Low,Medium
45156,Karan Banerjee,66,Female,Noida,Compliance,Senior Manager,22,9/17/2003,1,Master,283097,44,6,70,2,17,5,0,0,3,Yes,Low,Low
45157,Ashish Iyer,49,Male,Bangalore,IT Support,Team Lead,9,8/10/2016,5,Diploma,165111,57,5,58,12,0,5,0,0,3,Yes,Low,Low
45158,Aarti Khanna,46,Male,Bangalore,Operations,Manager,12,11/17/2013,2,Bachelor,199523,44,10,52,10,35,4,0,0,2,Yes,Medium,Medium
45159,Sanjay Pandey,31,Female,Mumbai,Marketing,Executive,1,12/28/2024,0,Bachelor,36888,42,9,50,5,8,1,0,0,1,No,Low,Medium
45160,Sanjay Reddy,43,Male,Pune,Operations,Engineer,1,1/13/2025,1,Bachelor,46299,49,7,9,4,36,3,1,0,2,No,Medium,Low
45161,Ashish Iyer,38,Male,Delhi,Legal,Executive,1,8/23/2024,0,Bachelor,34705,44,3,5,2,39,3,0,0,1,No,Low,Medium
45162,Simran Reddy,41,Male,Hyderabad,Sales,Senior Engineer,5,8/7/2020,0,Bachelor,90389,49,2,54,1,36,4,0,1,1,No,Medium,Medium
45163,Ashish Jain,47,Male,Bangalore,IT Support,Senior Engineer,5,12/6/2020,3,Bachelor,108366,59,1,65,4,7,5,2,0,3,No,Medium,Low
45164,Riya Rao,36,Male,Chennai,Engineering,Senior Engineer,7,1/17/2019,1,Bachelor,135209,51,9,69,11,0,5,0,0,3,Yes,Low,Low
45165,Vikas Gupta,29,Female,Mumbai,Operations,Engineer,5,9/20/2020,1,Bachelor,56196,43,5,90,8,18,3,0,0,2,No,Low,Medium
45166,Pooja Agarwal,44,Female,Bangalore,Compliance,Team Lead,10,10/3/2015,5,Bachelor,105083,53,7,104,3,39,4,0,1,2,No,Medium,Medium
45167,Mohit Bansal,43,Female,Ahmedabad,HR,Senior Engineer,5,11/25/2020,2,Bachelor,108523,53,4,88,5,27,3,0,0,2,Yes,Low,Medium
45168,Varun Malhotra,42,Female,Mumbai,IT Support,Senior Engineer,8,9/5/2017,5,Master,133330,49,2,22,7,37,3,2,0,2,No,Medium,Low
45169,Nisha Malhotra,42,Female,Chennai,IT Support,Executive,1,12/15/2024,1,Master,38401,43,11,70,11,21,4,0,0,2,Yes,Low,Medium
45170,Kavita Ghosh,39,Female,Chennai,Compliance,Senior Engineer,7,1/8/2019,3,Bachelor,120157,55,9,28,11,32,4,0,0,2,No,Low,High
45171,Karan Malhotra,28,Male,Chennai,Finance,Senior Engineer,4,10/9/2021,0,Bachelor,111389,55,1,39,3,34,3,0,1,1,No,Medium,Medium
45172,Karan Reddy,45,Male,Chennai,Operations,Engineer,4,8/27/2021,4,Bachelor,49769,43,5,104,8,0,3,0,0,2,No,Low,Low
45173,Gaurav Khanna,23,Male,Ahmedabad,Sales,Analyst,1,9/25/2024,0,Bachelor,42785,55,3,71,9,32,2,2,0,1,No,Low,Medium
45174,Manish Das,36,Female,Mumbai,Sales,Executive,1,10/25/2024,1,Master,24778,49,10,53,8,6,1,0,1,1,No,Low,Medium
45175,Aarti Sharma,56,Male,Ahmedabad,Sales,Senior Manager,23,8/4/2002,5,Master,227317,41,2,0,9,37,5,2,1,3,No,High,Medium
45176,Neha Iyer,45,Male,Ahmedabad,Marketing,Senior Engineer,7,10/24/2018,5,Bachelor,109283,44,9,39,12,21,4,3,0,1,No,Medium,Medium
45177,Manish Mehta,46,Female,Bangalore,Operations,Team Lead,7,11/6/2018,3,Bachelor,151177,47,4,39,1,16,4,0,0,2,No,Medium,Low
45178,Vivek Chatterjee,30,Male,Bangalore,Operations,Executive,1,12/12/2024,0,Bachelor,33546,56,5,10,8,15,2,0,0,1,No,Low,Medium
45179,Isha Singh,30,Male,Ahmedabad,Legal,Senior Engineer,8,12/15/2017,0,Bachelor,100641,50,4,25,9,29,3,0,0,2,No,Medium,Medium
45180,Rahul Mishra,34,Female,Noida,Legal,Analyst,0,12/4/2025,0,Diploma,32883,57,8,36,11,15,2,1,0,2,No,Medium,Medium
45181,Riya Reddy,32,Male,Pune,Legal,Analyst,3,9/6/2022,0,Diploma,37876,42,6,112,14,13,3,2,0,2,No,Medium,Medium
45182,Anjali Das,42,Female,Hyderabad,Finance,Team Lead,7,9/22/2018,2,Bachelor,157269,58,10,54,0,22,4,0,0,2,No,Low,Medium
45183,Neha Iyer,47,Female,Mumbai,Legal,Manager,15,10/11/2010,5,Diploma,147340,42,9,117,1,33,5,3,2,3,No,High,Medium
45184,Swati Chopra,52,Male,Hyderabad,Sales,Senior Manager,14,1/11/2012,3,Diploma,290370,49,4,79,6,0,4,2,1,2,Yes,Medium,Low
45185,Nikhil Chatterjee,27,Male,Bangalore,Legal,Senior Engineer,4,12/19/2021,3,Bachelor,103230,49,2,105,10,23,3,1,1,2,No,Medium,Medium
45186,Arjun Chatterjee,31,Female,Gurgaon,Compliance,Senior Engineer,6,8/8/2019,1,Bachelor,83564,59,11,104,1,23,3,1,1,3,No,Medium,Medium
45187,Seema Jain,29,Female,Bangalore,Compliance,Analyst,3,1/10/2023,3,Bachelor,45711,44,5,9,10,18,3,0,0,2,No,Low,Low
45188,Swati Jain,45,Male,Chennai,Sales,Senior Engineer,5,9/18/2020,0,Diploma,104917,40,3,24,2,2,2,0,0,1,No,Low,Medium
45189,Mohit Verma,31,Female,Ahmedabad,Compliance,Executive,1,8/21/2024,1,Bachelor,21030,41,8,39,10,5,3,1,0,1,No,Low,Medium
45190,Prashant Joshi,51,Female,Mumbai,Finance,Team Lead,10,10/28/2015,2,Master,166320,58,7,55,1,21,5,2,0,2,No,Medium,Low
45191,Gaurav Gupta,38,Female,Delhi,Engineering,Senior Engineer,4,9/22/2021,0,Master,101525,56,10,37,5,20,4,0,1,3,No,Medium,Low
45192,Akash Jain,29,Male,Pune,Legal,Team Lead,7,11/10/2018,2,Bachelor,125311,47,3,78,14,10,3,0,0,2,Yes,Low,Medium
45193,Gaurav Ghosh,34,Female,Bangalore,HR,Analyst,2,10/22/2023,2,Bachelor,55742,43,8,53,3,38,3,0,0,3,Yes,Low,Low
45194,Mohit Singh,49,Female,Noida,HR,Senior Engineer,5,7/29/2020,3,Bachelor,107591,51,3,16,6,2,5,2,0,3,No,Medium,Low
45195,Isha Das,50,Female,Pune,Legal,Manager,13,8/21/2012,1,Bachelor,197207,45,1,14,3,15,5,0,0,3,Yes,Low,Low
45196,Meena Agarwal,47,Male,Delhi,Sales,Senior Engineer,7,11/20/2018,3,Master,99775,52,10,84,14,8,3,0,1,1,No,Low,Medium
45197,Ankit Joshi,39,Female,Gurgaon,Engineering,Engineer,5,12/24/2020,0,Bachelor,45787,51,1,41,4,14,4,0,0,2,Yes,Low,Low
45198,Prashant Naidu,54,Female,Bangalore,IT Support,Manager,12,7/30/2013,4,Master,172557,50,3,115,10,13,4,0,1,3,Yes,Medium,Low
45199,Neha Patel,39,Female,Mumbai,Sales,Engineer,3,8/1/2022,1,Bachelor,67263,53,7,70,4,27,3,0,0,2,Yes,Low,High
45200,Kavita Singh,32,Female,Pune,Compliance,Senior Engineer,4,11/13/2021,0,Bachelor,118705,46,4,99,6,15,3,1,0,2,No,Low,Medium
45201,Aarti Banerjee,33,Male,Noida,Compliance,Executive,1,10/23/2024,0,PhD,23991,40,11,59,3,11,3,0,0,1,No,Low,High
45202,Arjun Iyer,41,Male,Hyderabad,Finance,Analyst,1,11/16/2024,0,Master,58579,54,7,16,8,18,3,3,0,2,No,Medium,Medium
45203,Varun Singh,50,Female,Bangalore,Operations,Senior Manager,12,8/9/2013,3,Bachelor,216667,55,7,115,4,20,4,1,0,3,Yes,Low,Low
45204,Vivek Bansal,38,Female,Delhi,Finance,Senior Engineer,7,1/7/2019,0,Bachelor,89519,41,3,32,0,38,4,0,0,3,Yes,Low,Low
45205,Vivek Saxena,32,Male,Pune,Operations,Senior Engineer,9,8/13/2016,1,Bachelor,93236,54,11,73,2,19,3,1,1,2,No,Medium,Medium
45206,Amit Joshi,42,Female,Bangalore,HR,Engineer,5,7/28/2020,5,Bachelor,76375,49,4,116,9,5,3,0,1,1,No,Low,Low
45207,Suresh Gupta,51,Female,Chennai,Operations,Manager,12,1/6/2014,0,Master,167707,51,1,102,6,5,4,0,0,3,Yes,Low,Low
45208,Meena Das,33,Female,Chennai,Sales,Analyst,2,9/18/2023,2,Bachelor,34988,49,3,46,4,12,3,0,0,1,Yes,Low,Medium
45209,Aarti Deshpande,36,Female,Gurgaon,Legal,Manager,9,9/13/2016,3,Master,173271,43,3,47,5,1,3,0,1,1,No,Low,High
45210,Rohit Kulkarni,38,Male,Hyderabad,Engineering,Executive,2,8/30/2023,2,Master,38992,43,9,55,4,11,5,2,1,2,No,Medium,Low
45211,Anjali Reddy,27,Female,Gurgaon,Finance,Executive,1,10/29/2024,1,Bachelor,26571,56,7,69,0,33,2,0,1,1,No,Low,Low
45212,Neha Bansal,29,Female,Ahmedabad,IT Support,Senior Engineer,5,8/18/2020,5,Master,115047,54,7,109,7,38,3,0,1,2,No,Low,Low
45213,Karan Mehta,46,Female,Hyderabad,IT Support,Senior Manager,21,11/17/2004,3,Master,274988,48,2,15,9,23,5,0,0,2,No,Low,Low
45214,Karan Pandey,26,Female,Mumbai,HR,Analyst,2,11/29/2023,0,Bachelor,37002,47,6,87,3,11,2,1,0,1,No,Medium,Medium
45215,Vikas Das,34,Female,Gurgaon,Compliance,Team Lead,10,12/29/2015,0,Master,127483,49,5,87,11,22,4,0,0,2,No,Low,Low
45216,Suresh Khanna,33,Male,Hyderabad,Engineering,Engineer,5,10/6/2020,1,Master,72491,50,4,42,7,12,2,2,0,2,No,High,Low
45217,Shweta Chatterjee,37,Female,Ahmedabad,HR,Team Lead,10,12/20/2015,1,Bachelor,143984,53,8,37,13,24,4,0,1,3,Yes,Medium,Low
45218,Ashish Mukherjee,53,Female,Gurgaon,IT Support,Team Lead,9,10/18/2016,3,Bachelor,133358,43,8,115,0,39,3,2,1,2,No,Medium,Medium
45219,Pooja Reddy,45,Female,Delhi,HR,Engineer,4,1/21/2022,0,Diploma,82429,40,11,97,2,37,2,2,0,1,No,Medium,Medium
45220,Priya Iyer,34,Female,Gurgaon,Compliance,Analyst,0,7/30/2025,0,Bachelor,49349,54,4,22,8,6,3,0,0,1,No,Low,Medium
45221,Riya Das,37,Female,Noida,Finance,Executive,0,11/14/2025,0,Bachelor,32376,47,7,49,0,8,2,0,0,1,No,Low,Low
45222,Deepak Bansal,57,Female,Pune,Marketing,Senior Manager,17,8/15/2008,0,Bachelor,207324,46,5,12,3,30,5,0,0,2,No,Low,Low
45223,Anjali Singh,36,Female,Chennai,Finance,Analyst,0,12/8/2025,0,Bachelor,46600,54,9,53,8,7,2,0,0,1,No,Medium,Medium
45224,Prashant Agarwal,56,Female,Hyderabad,Engineering,Senior Manager,25,11/4/2000,5,Master,231449,48,5,20,10,28,5,1,0,3,Yes,Medium,Low
45225,Shweta Kulkarni,34,Female,Gurgaon,IT Support,Engineer,1,9/28/2024,0,Bachelor,76990,41,6,79,4,28,2,1,0,1,No,Medium,Low
45226,Varun Tiwari,27,Female,Mumbai,Legal,Senior Engineer,4,10/26/2021,2,Bachelor,112445,48,4,65,6,21,3,0,0,2,No,Low,Low
45227,Nikhil Rao,50,Female,Bangalore,Finance,Senior Engineer,9,10/31/2016,4,Diploma,128406,54,6,31,14,7,5,1,2,2,No,High,Medium
45228,Nisha Mehta,35,Female,Noida,Marketing,Engineer,4,11/23/2021,3,Diploma,74880,58,2,60,5,28,2,0,0,1,No,Low,Low
45229,Vivek Singh,40,Female,Chennai,IT Support,Engineer,1,12/11/2024,1,PhD,53224,48,2,112,14,26,2,1,0,1,Yes,Medium,Medium
45230,Rakesh Rao,38,Male,Noida,Sales,Analyst,2,10/3/2023,1,Bachelor,56874,46,11,119,7,26,1,0,2,1,No,High,High
45231,Simran Naidu,40,Female,Noida,HR,Manager,8,11/10/2017,1,Bachelor,179862,57,1,12,2,32,4,0,0,1,No,Low,Medium
45232,Riya Das,38,Male,Gurgaon,Operations,Engineer,5,8/23/2020,1,Bachelor,50532,57,6,6,13,15,4,0,0,2,No,Low,Medium
45233,Ankit Naidu,50,Male,Ahmedabad,Finance,Senior Engineer,7,10/3/2018,0,Bachelor,91506,55,9,22,5,13,2,0,0,2,No,Low,Medium
45234,Amit Saxena,46,Male,Delhi,IT Support,Team Lead,11,10/17/2014,1,Bachelor,126414,40,7,77,14,2,5,1,0,3,Yes,Low,Low
45235,Manish Khanna,45,Male,Pune,Legal,Senior Engineer,8,1/16/2018,1,Diploma,114017,42,4,48,4,34,4,0,2,2,No,High,Medium
45236,Mohit Kumar,56,Male,Gurgaon,Operations,Manager,13,12/27/2012,2,Master,174637,56,8,88,13,3,4,0,0,2,No,Low,Low
45237,Tanya Deshpande,56,Male,Hyderabad,Engineering,Manager,16,12/8/2009,2,Bachelor,184384,55,6,32,1,37,5,3,0,3,No,High,Low
45238,Rekha Rao,43,Female,Bangalore,Marketing,Senior Engineer,7,8/8/2018,3,Master,119607,55,8,86,6,7,4,3,0,2,No,Medium,Low
